clade_name	ERR527006d	ERR527007d	ERR527008d	ERR527009d	ERR527010d	ERR527011d	ERR527012d	ERR527013d	ERR527014d	ERR527015d	ERR527016d	ERR527017d	ERR527019d	ERR527020d	ERR527023d	ERR527024d	ERR527026d	ERR527027d	ERR527028d	ERR527029d	ERR527030d	ERR527031d	ERR527033d	ERR527034d	ERR527035d	ERR527036d	ERR527037d	ERR527038d	ERR527039d	ERR527041d	ERR527042d	ERR527044d	ERR527045d	ERR527046d	ERR527048d	ERR527049d	ERR527050d	ERR527051d	ERR527052d	ERR527054d	ERR527056d	ERR527057d	ERR527059d	ERR527060d	ERR527066d	ERR527067d	ERR527068d	ERR527069d	ERR527073d	ERR527074d	ERR527075d	ERR527078d	ERR527079d	ERR527080d	ERR527082d	ERR527084d	ERR527088d	ERR527090d	ERR527093d	ERR527094d	ERR527099d	ERR527100d	ERR527102d	ERR527104d	ERR527108d	ERR527109d	ERR527110d	ERR527113d	ERR527116d	ERR527118d	ERR527120d	ERR527123d	ERR527126d	ERR527129d	ERR527130d	ERR527131d	ERR527133d	ERR527134d	ERR527138d	ERR527139d	ERR527140d	ERR527141d	ERR527142d	ERR527145d	ERR527150d	ERR527151d	ERR527153d	ERR527156d	ERR527157d	ERR527162d	ERR527165d	ERR527168d	ERR527169d	ERR527173d	ERR527174d	ERR527179d	ERR527185d	ERR527189d	ERR527191d	ERR527194d	ERR527197d	ERR527199d	ERR527205d	ERR527207d	ERR527208d	ERR527209d	ERR527210d	ERR527211d	ERR527214d	ERR527217d	ERR527218d	ERR528293d	ERR528295d	ERR528297d	ERR528303d	ERR528304d	ERR528306d	ERR528307d	ERR528309d	ERR528310d	ERR528311d	ERR528312d	ERR528313d	ERR528315d	ERR528316d	ERR528319d	ERR528321d	ERR528322d	ERR528323d	ERR528327d	ERR528331d	ERR528334d	ERR528721d	ERR528724d	ERR528726d	ERR528727d	ERR528729d	ERR528734d	ERR528736d	ERR528737d	ERR528739d	ERR528740d	ERR528743d	ERR528747d	ERR528748d	ERR528749d	ERR532380d	ERR532382d	ERR532384d	ERR532385d	ERR532386d	ERR532387d	ERR532388d	ERR532389d	ERR532392d	ERR532619d	ERR532621d	ERR532623d
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium	0.0	0.0	0.0	0.0	1.25847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00773	0.02249	0.0	0.0	0.0	0.0	0.0	0.0	0.11146	0.20091	0.0	0.0	0.01798	0.0	0.0	0.0	0.13307	0.0	0.0	0.06533	0.0	0.0	0.0	0.0	0.00419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00321	0.0	0.0	0.0	0.0	0.0	0.0	0.00102	0.57457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.0	0.0	0.0	0.0	0.29346	0.0	0.0	0.0	0.0	0.0	0.00462	0.0	0.02645	0.10091	0.02664	0.0	0.0	0.0	0.0	0.03507	0.00949	0.43501	0.0	0.30695	0.0	0.0	0.04613	0.15516	0.30822	0.0	0.07724	0.0	0.0	0.0	0.0	0.0	0.0	0.08921	0.0	0.0	0.0	0.0	0.0	0.02353	0.00146	0.0111	0.0	0.0	0.03988	0.0	0.0	0.17802	0.0	0.23486	0.0	0.0	0.29836	0.00623	0.0	0.0	0.0	0.00431	0.0	0.01234	0.04919	0.0	0.0	0.01353	0.23504	0.16947	0.0	0.0	0.15774	0.02849	0.0	0.43282	0.00381	0.02115	0.33891	0.0	0.0	0.0	0.01788	0.0	0.00028	0.0	0.01786	0.0	0.0	0.10107	0.00497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37256	0.09814	0.00602	0.05837	0.87154	0.0	0.0795	0.04836	0.0	0.00592	0.0	0.00587	0.0362	0.0	0.0	0.0	0.15323	0.0	0.04299	0.0	1.52832	0.20759	0.29675	0.0	0.00435	0.64909	0.50844	0.0	0.0	0.1549	0.12192	0.0	0.0	0.0	0.0	0.0	0.0	1.56482	0.0	0.03254	0.0	0.01126	0.0	0.0	0.06648	1.40254	0.0	0.15577	0.99329	0.0	7e-05	0.00864	0.0	0.00339	0.47661	0.0	0.0	0.0	0.00514	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9621|s__GGB9621_SGB15073	0.0	0.0	0.0	0.0	0.20989	0.0	0.0	0.0	0.0	0.0	0.0	0.03182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0897	0.0	0.0	0.0	0.0	0.01311	0.05183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_acidifaciens	0.0	0.0	0.0	0.0	0.07898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03199	0.0	0.3513	0.0	0.0	0.0	0.02252	0.0	0.0	0.2057	0.23375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00243	0.0	0.0	0.0	0.0	0.0	0.00476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercorirosoris	0.0	0.0	0.0	0.0	0.06977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02532	0.0	0.0	0.0	0.00603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB35068|s__GGB35068_SGB47850	0.0	0.0	0.0	0.0	0.06944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00287	0.04087	0.19084	0.0	0.0	0.00777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00264	0.0	0.0	0.0	0.00554	0.0	0.0	0.0	0.0	0.0	0.00317	0.0	0.0	0.09201	0.00664	0.00116	0.0	0.0	0.0	0.00824	0.0	0.0	0.0	0.00472	0.0	0.0	0.00345	0.01434	0.0368	0.0	0.0	0.0	0.0	0.00048	0.0	0.0	0.0	0.0	0.00301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8e-05	0.0
k__Bacteria|p__Firmicutes|c__CFGB1507|o__OFGB1507|f__FGB1507|g__GGB3818|s__GGB3818_SGB5183	0.0	0.0	0.0	0.0	0.06499	0.0	0.0	0.0	0.0	0.0	0.0	0.00378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07727	0.0501	0.0	0.0	0.0	0.0	0.0	0.16441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02283	0.0	0.0	0.0	0.0	0.0	0.0	0.00219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0234	0.0	0.0	0.0	0.34548	0.05318	0.04353	0.0004	0.0	0.00094	0.0	0.0	0.0	0.29958	0.0	0.0
k__Bacteria|p__Actinobacteria|c__CFGB2987|o__OFGB2987|f__FGB2987|g__GGB9359|s__GGB9359_SGB14334	0.0	0.0	0.0	0.0	0.05229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07134	0.01556	0.0	0.0	0.03939	0.0	0.01046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00253	0.0
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB9559|s__GGB9559_SGB14969	0.0	0.0	0.0	0.0	0.0414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02533	0.0	0.0	0.0	0.0	0.0	0.0	0.02903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02807	0.0	0.0	0.0	0.06675	0.0	0.0	0.02194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.00559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014	0.0	0.0	0.0	0.01814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76046|o__OFGB76046|f__FGB76046|g__GGB51510|s__GGB51510_SGB71883	0.0	0.0	0.0	0.0	0.0377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00748	0.01851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07711	0.0	0.0	0.0	0.0	0.00436	0.0	0.0	0.0	0.0	0.07282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00619	0.00075	0.0	0.0	0.0	0.02699	0.04452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02321	0.0	0.0	0.0	0.0	0.0	0.01677	0.00624	0.03084	0.0	0.0	0.0	0.0	0.0	0.0	0.00627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01394	0.00883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01691	0.0548	0.0	0.0	0.0	0.02319	0.01275	0.05538	0.0	0.0	0.00855	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB2982|s__GGB2982_SGB3964	0.0	0.0	0.0	0.0	0.0368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00316	0.0	0.00262	0.00572	0.04077	0.0	0.0	0.00315	0.0	0.0	0.0	0.0	0.0	0.0	0.00041	0.0	0.05474	0.0	0.0	0.0	0.0	0.03808	0.0	0.0	0.04018	0.0	0.01	0.01164	0.0	0.0	0.02062	0.0	0.0	0.1288	0.0	0.0	0.0	0.17055	0.0	0.0	0.00845	0.0	0.0	0.00504	0.0	0.08234	0.01308	0.0	0.00897	0.0	0.03049	0.04905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00545	0.0	0.0	0.0	0.0	0.00437	0.0	0.0	0.0	0.0	0.01909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Raoultibacter|s__Raoultibacter_massiliensis	0.0	0.0	0.0	0.0	0.02759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis	0.0	0.0	0.0	0.0	0.02251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0.0	0.0	0.0	0.0	0.02061	0.0	0.0	0.0	0.01075	0.0	0.00114	0.07515	0.0	0.0	0.00341	0.0	0.0	0.03546	0.0	0.0	0.0	0.0	0.0	0.02605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06772	0.07114	0.00231	0.0	0.0019	0.01669	0.0	0.0	0.0	0.02086	0.0	0.0	0.0	0.0	0.0	0.03008	0.0	0.0	0.13111	0.0	0.0	0.0	0.0	0.0	0.16121	0.0	0.00151	0.08109	0.0	0.0	0.00077	0.00217	0.00654	0.0	0.0	0.0	0.0248	0.0	0.00298	0.0281	1.00253	0.0	0.01633	0.0	0.59596	0.04407	0.11875	0.66133	0.52051	6.93291	0.90416	0.72923	0.1623	0.35058	0.32934	0.25771	0.02108	0.6985	1.38352	0.0	9.18395	0.04099	0.0	0.42985	0.07125	0.06482	14.97445	3.93741	0.0	0.00245	0.13242	0.59772	0.13111	3.13255	11.20081	0.02414	0.01811	0.31065	0.02776	4.21738	0.08765	0.00178	0.19033	0.03651	0.0	0.25509	0.0	0.0	0.0	0.52568	0.0	0.0	0.10254	2.11255	0.01893	5.43998	1.37789	0.0	0.07083	0.00111	5.32464	0.0	0.0984	1.69026	7.67907	3.30533	0.04558	0.03245	0.26503	0.28535	0.92192	0.83713	0.1279	0.00418	0.20902	0.06855	0.001	0.13374
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_SGB9260	0.0	0.0	0.0	0.0	0.01869	0.0	0.0	0.0	0.02433	0.37525	0.45462	0.15953	0.19824	0.35086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06094	0.0	0.0	0.0	0.0	0.0	0.80996	0.93284	0.0	0.0	0.0	1.4659	1.34119	0.0	0.92919	0.93828	0.0	0.0	1.00087	0.0	0.0	0.0	0.0	0.0	0.00564	0.0	0.0	0.04727	0.0	0.0	0.0	0.01771	0.72855	0.0	0.0	0.0	0.0	0.0	0.0269	0.0	0.0	0.0	0.43114	0.00152	0.03604	0.0	0.13896	0.0	0.0	0.0	0.0	0.0	0.0157	0.00207	0.0	0.00029	0.00271	0.0	0.09567	0.20127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17966	0.00651	0.80759	0.21684	0.0	0.0	0.39673	0.0	0.0	0.0	0.51118	0.00079	0.06618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00315	0.0	0.0	0.0	0.53581	0.0	0.0	0.21904	0.13973	0.0	1.32859	0.35753	0.0	0.0	0.00283	0.00425	0.00155	0.0	0.00178	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogeniiclostidium|s__Hydrogeniiclostidium_mannosilyticum	0.0	0.0	0.0	0.0	0.01257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00157	0.0	0.0	0.00615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_citroniae	0.0	0.0	0.0	0.0	0.01047	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.07157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00274	0.02259	0.0	0.0271	0.0	0.0	0.0	0.0	0.03682	0.02174	0.0	0.0	0.02331	0.00935	0.0	0.0	0.00869	0.0	0.00154	0.07541	0.07463	0.0019	0.0	0.02455	0.025	0.0	0.0	0.0084	0.0	0.0	0.01209	0.00292	0.01228	0.01695	0.0	0.0	0.0	0.0	0.00071	0.00842	0.02068	0.0	0.00381	0.0	0.0	0.0	0.00192	0.06913	0.00321	0.01836	0.0	0.0159	0.0143	0.00056	0.0	0.00396	0.01755	0.00062	0.0	0.00215	0.0	0.01315	0.0	0.00312	0.0	0.0	0.0	0.0	0.0269	0.0	0.0	0.0	0.0	0.0	0.00236	0.01068	0.0	0.0	0.01823	0.0	0.00029	0.00361	0.0	0.00711	0.00998	0.00223	0.08	0.0	0.01217	0.00376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00311	0.02785	0.0073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02426	0.0	0.00866	0.01924	0.03211	0.03684	0.0029	0.00727	0.0	0.0	0.0	0.00345	0.14029	0.06457	0.00289	0.0
